iso_time,window_id,checkpoint_s,secs_left,price,strike,cushion,favorite,fav_has_book,fav_best_ask,fav_spread,fav_depth,loser_best_ask,loser_depth,our_p_win,our_edge,fillable_edge
2026-06-17T13:48:30Z,1781703900,90,89.7,65239.84,65226.99,12.85,UP,True,0.67,0.01,24.9,0.34,492.9,0.6164,-0.0536,False
2026-06-17T13:49:00Z,1781703900,60,59.7,65231.66,65226.99,4.67,UP,True,0.7,0.01,84.0,0.3,40.0,0.5561,-0.1439,False
2026-06-17T13:49:30Z,1781703900,30,29.5,65244.39,65226.99,17.4,UP,True,0.59,0.01,319.2,0.42,184.4,0.7181,0.1281,True
2026-06-17T13:49:45Z,1781703900,15,14.7,65247.25,65226.99,20.26,UP,True,0.95,0.01,35.6,0.06,36.4,0.8224,-0.1276,False
2026-06-17T13:53:00Z,1781704200,120,119.7,65285.28,65241.4,43.88,UP,True,0.82,0.01,64.0,0.19,822.5,0.7309,-0.0891,False
2026-06-17T13:53:30Z,1781704200,90,89.7,65246.39,65241.4,4.99,UP,True,0.4,0.01,565.7,0.61,185.8,0.5384,0.1384,True
2026-06-17T13:54:00Z,1781704200,60,59.6,65247.65,65241.4,6.26,UP,True,0.55,0.01,60.1,0.46,543.7,0.5731,0.0231,False
2026-06-17T13:54:30Z,1781704200,30,30.0,65228.76,65241.4,-12.64,DOWN,True,0.77,0.01,47.0,0.24,261.4,0.7468,-0.0232,False
2026-06-17T13:54:45Z,1781704200,15,15.0,65219.33,65241.4,-22.06,DOWN,True,0.61,0.01,39.0,0.4,398.0,0.9886,0.3786,True
2026-06-17T13:58:00Z,1781704500,120,119.9,65248.56,65275.9,-27.34,DOWN,True,0.71,0.01,699.8,0.3,445.7,0.7079,-0.0021,False
2026-06-17T13:58:30Z,1781704500,90,89.8,65242.28,65275.9,-33.62,DOWN,True,0.75,0.01,21.3,0.26,506.1,0.8642,0.1142,True
2026-06-17T13:59:00Z,1781704500,60,59.7,65210.88,65275.9,-65.02,DOWN,True,0.97,0.02,955.8,0.04,187.6,0.9691,-0.0009,False
2026-06-17T13:59:30Z,1781704500,30,29.5,65233.77,65275.9,-42.13,DOWN,True,0.92,0.01,377.2,0.09,278.0,0.9133,-0.0067,False
2026-06-17T13:59:45Z,1781704500,15,14.6,65250.74,65275.9,-25.16,DOWN,True,0.95,0.01,158.7,0.06,35.0,0.8468,-0.1032,False
2026-06-17T14:03:00Z,1781704800,120,119.7,65159.66,65238.29,-78.64,DOWN,True,0.88,0.01,1129.4,0.13,61.4,0.9065,0.0265,False
2026-06-17T14:03:30Z,1781704800,90,89.5,65145.57,65238.29,-92.73,DOWN,True,0.96,0.01,193.7,0.05,711.4,0.9838,0.0238,False
2026-06-17T14:04:00Z,1781704800,60,59.9,65209.38,65238.29,-28.91,DOWN,True,0.77,0.01,453.7,0.24,128.8,0.8159,0.0459,False
2026-06-17T14:04:30Z,1781704800,30,29.8,65156.48,65238.29,-81.82,DOWN,True,0.98,0.01,60.8,0.03,84.5,0.9986,0.0186,False
2026-06-17T14:04:45Z,1781704800,15,14.9,65142.37,65238.29,-95.93,DOWN,False,,,0.0,0.01,22446.7,1.0,,False
2026-06-17T14:08:00Z,1781705100,120,120.0,65221.56,65141.18,80.39,UP,True,0.93,0.01,620.0,0.08,1347.3,0.9357,0.0057,False
2026-06-17T14:08:30Z,1781705100,90,89.9,65282.91,65141.18,141.73,UP,True,0.99,0.01,231.9,0.01,90.8,0.9968,0.0068,False
2026-06-17T14:09:00Z,1781705100,60,59.7,65273.33,65141.18,132.15,UP,False,,,0.0,0.01,1304.9,0.9972,,False
2026-06-17T14:09:30Z,1781705100,30,29.6,65199.33,65141.18,58.15,UP,True,0.93,0.01,4.8,0.06,78.8,0.9838,0.0538,True
2026-06-17T14:09:45Z,1781705100,15,14.7,65155.82,65141.18,14.65,UP,True,0.76,0.02,62.5,0.25,70.1,0.8068,0.0468,False
2026-06-17T14:13:00Z,1781705400,120,119.7,65270.11,65157.52,112.59,UP,True,0.97,0.01,543.8,0.04,888.8,0.9662,-0.0038,False
2026-06-17T14:13:30Z,1781705400,90,89.7,65254.17,65157.52,96.65,UP,True,0.96,0.01,205.4,0.05,836.9,0.9783,0.0183,False
2026-06-17T14:14:00Z,1781705400,60,59.6,65255.1,65157.52,97.58,UP,True,0.971,0.001,25.6,0.03,222.7,0.9999,0.0289,False
2026-06-17T14:14:30Z,1781705400,30,30.0,65290.94,65157.52,133.42,UP,False,,,0.0,0.008,142.6,1.0,,False
2026-06-17T14:14:45Z,1781705400,15,14.6,65281.76,65157.52,124.24,UP,False,,,0.0,0.001,27046.0,1.0,,False
2026-06-17T14:18:00Z,1781705700,120,119.7,65278.05,65291.73,-13.69,DOWN,True,0.6,0.01,240.6,0.41,824.8,0.6051,0.0051,False
2026-06-17T14:18:30Z,1781705700,90,89.6,65276.81,65291.73,-14.93,DOWN,True,0.62,0.01,418.5,0.39,448.1,0.6906,0.0706,True
2026-06-17T14:19:00Z,1781705700,60,60.0,65220.0,65291.73,-71.73,DOWN,True,0.96,0.01,419.1,0.05,474.8,0.9964,0.0364,False
2026-06-17T14:19:30Z,1781705700,30,29.9,65223.37,65291.73,-68.36,DOWN,False,,,0.0,0.01,4496.2,0.9993,,False
2026-06-17T14:19:45Z,1781705700,15,14.9,65206.95,65291.73,-84.79,DOWN,False,,,0.0,0.01,27335.2,1.0,,False
2026-06-17T14:23:00Z,1781706000,120,119.6,65149.77,65209.46,-59.7,DOWN,True,0.86,0.01,473.8,0.15,677.8,0.8687,0.0087,False
2026-06-17T14:23:30Z,1781706000,90,89.5,65175.61,65209.46,-33.85,DOWN,True,0.73,0.04,373.0,0.3,27.1,0.7665,0.0365,False
2026-06-17T14:24:00Z,1781706000,60,59.9,65202.25,65209.46,-7.21,DOWN,True,0.6,0.01,245.7,0.41,362.0,0.5941,-0.0059,False
2026-06-17T14:24:30Z,1781706000,30,29.8,65245.35,65209.46,35.89,UP,True,0.92,0.01,84.6,0.09,279.2,0.9436,0.0236,False
2026-06-17T14:24:45Z,1781706000,15,14.9,65226.4,65209.46,16.94,UP,True,0.71,0.24,44.6,0.54,17.3,0.8284,0.1184,True
2026-06-17T14:28:00Z,1781706300,120,119.9,65139.51,65202.77,-63.26,DOWN,True,0.87,0.01,1297.3,0.14,150.6,0.9726,0.1026,True
2026-06-17T14:28:30Z,1781706300,90,89.9,65154.86,65202.77,-47.91,DOWN,True,0.84,0.01,300.0,0.17,686.6,0.9573,0.1173,True
2026-06-17T14:29:00Z,1781706300,60,59.8,65149.25,65202.77,-53.52,DOWN,True,0.91,0.01,439.4,0.1,682.7,0.9925,0.0825,True
2026-06-17T14:29:30Z,1781706300,30,29.7,65154.13,65202.77,-48.64,DOWN,True,0.92,0.01,431.6,0.09,80.5,0.9996,0.0796,True
2026-06-17T14:29:45Z,1781706300,15,14.8,65177.41,65202.77,-25.36,DOWN,True,0.82,0.01,567.6,0.19,34.0,0.9813,0.1613,True
2026-06-17T14:33:00Z,1781706600,120,119.8,65139.88,65195.54,-55.66,DOWN,True,0.89,0.01,122.5,0.12,1429.4,0.9187,0.0287,False
2026-06-17T14:33:30Z,1781706600,90,89.7,65171.43,65195.54,-24.11,DOWN,True,0.7,0.01,1536.6,0.31,56.1,0.7327,0.0327,False
2026-06-17T14:34:00Z,1781706600,60,59.7,65133.75,65195.54,-61.8,DOWN,True,0.95,0.01,939.4,0.06,71.3,0.9656,0.0156,False
2026-06-17T14:34:30Z,1781706600,30,29.5,65122.35,65195.54,-73.19,DOWN,False,,,0.0,0.01,2399.2,1.0,,False
2026-06-17T14:34:45Z,1781706600,15,14.7,65120.44,65195.54,-75.1,DOWN,False,,,0.0,0.01,20727.4,1.0,,False
2026-06-17T14:38:00Z,1781706900,120,119.6,65124.86,65149.64,-24.77,DOWN,True,0.81,0.01,84.4,0.2,1073.2,0.7229,-0.0871,False
2026-06-17T14:38:30Z,1781706900,90,89.6,65055.02,65149.64,-94.61,DOWN,True,0.96,0.01,335.9,0.05,910.2,0.9691,0.0091,False
2026-06-17T14:39:00Z,1781706900,60,59.9,65070.96,65149.64,-78.68,DOWN,True,0.94,0.01,457.8,0.07,566.2,0.9861,0.0461,False
2026-06-17T14:39:30Z,1781706900,30,29.8,65091.37,65149.64,-58.27,DOWN,True,0.98,0.01,162.4,0.03,23.6,0.9993,0.0193,False
2026-06-17T14:39:45Z,1781706900,15,14.9,65060.5,65149.64,-89.14,DOWN,False,,,0.0,0.01,11513.7,1.0,,False
2026-06-17T14:43:00Z,1781707200,120,119.5,65066.88,65046.0,20.88,UP,True,0.68,0.01,512.2,0.33,321.4,0.6716,-0.0084,False
2026-06-17T14:43:30Z,1781707200,90,90.0,65142.17,65046.0,96.16,UP,True,0.96,0.01,883.5,0.05,644.6,0.978,0.018,False
2026-06-17T14:44:00Z,1781707200,60,59.9,65136.62,65046.0,90.62,UP,True,0.97,0.01,33.7,0.04,128.3,0.988,0.018,False
2026-06-17T14:44:30Z,1781707200,30,29.8,65080.55,65046.0,34.55,UP,True,0.86,0.01,5.0,0.15,211.0,0.9618,0.1018,True
2026-06-17T14:44:45Z,1781707200,15,14.9,65083.57,65046.0,37.57,UP,True,0.93,0.01,10.1,0.07,161.5,0.9987,0.0687,True
2026-06-17T14:48:00Z,1781707500,120,119.5,64783.84,65055.6,-271.76,DOWN,False,,,0.0,0.01,13026.5,0.9074,,False
2026-06-17T14:48:30Z,1781707500,90,89.9,64837.91,65055.6,-217.69,DOWN,True,0.99,0.01,372.7,0.02,10.0,0.9333,-0.0567,False
2026-06-17T14:49:00Z,1781707500,60,59.8,64927.16,65055.6,-128.45,DOWN,True,0.97,0.01,675.5,0.04,1061.6,0.8922,-0.0778,False
2026-06-17T14:49:30Z,1781707500,30,29.7,65002.09,65055.6,-53.51,DOWN,True,0.92,0.03,109.5,0.09,10.0,0.7922,-0.1278,False
2026-06-17T14:49:45Z,1781707500,15,14.8,65031.98,65055.6,-23.62,DOWN,True,0.95,0.08,322.0,0.18,39.4,0.6983,-0.2517,False
2026-06-17T14:53:00Z,1781707800,120,119.8,65180.22,65028.58,151.63,UP,True,0.97,0.01,360.0,0.04,151.8,0.9298,-0.0402,False
2026-06-17T14:53:30Z,1781707800,90,89.6,65155.19,65028.58,126.61,UP,True,0.96,0.01,61.8,0.05,956.8,0.9299,-0.0301,False
2026-06-17T14:54:00Z,1781707800,60,59.6,65151.19,65028.58,122.61,UP,True,0.99,0.01,11271.9,0.02,453.8,0.9988,0.0088,False
2026-06-17T14:54:30Z,1781707800,30,30.0,65198.19,65028.58,169.61,UP,False,,,0.0,0.01,50862.7,1.0,,False
2026-06-17T14:54:45Z,1781707800,15,14.6,65212.57,65028.58,183.99,UP,False,,,0.0,0.01,55697.8,1.0,,False
2026-06-17T14:58:00Z,1781708100,120,119.6,65079.55,65212.39,-132.84,DOWN,True,0.97,0.01,250.4,0.04,1989.3,0.9997,0.0297,False
2026-06-17T14:58:30Z,1781708100,90,89.5,65051.46,65212.39,-160.93,DOWN,True,0.99,0.01,8142.6,0.02,627.6,1.0,0.01,False
2026-06-17T14:59:00Z,1781708100,60,59.9,65047.94,65212.39,-164.45,DOWN,False,,,0.0,0.01,11103.1,1.0,,False
2026-06-17T14:59:30Z,1781708100,30,29.8,65064.59,65212.39,-147.8,DOWN,False,,,0.0,0.01,21035.6,1.0,,False
2026-06-17T14:59:45Z,1781708100,15,14.9,65074.81,65212.39,-137.58,DOWN,False,,,0.0,0.001,1999.5,1.0,,False
2026-06-17T15:03:00Z,1781708400,120,119.9,65103.68,65046.4,57.28,UP,True,0.79,0.01,1907.8,0.22,1139.9,0.8471,0.0571,True
2026-06-17T15:03:30Z,1781708400,90,89.7,65136.43,65046.4,90.03,UP,True,0.92,0.01,3006.3,0.09,285.6,0.9933,0.0733,True
2026-06-17T15:04:00Z,1781708400,60,59.7,65148.82,65046.4,102.42,UP,True,0.97,0.01,6766.0,0.04,426.6,0.9998,0.0298,False
2026-06-17T15:04:30Z,1781708400,30,29.5,65149.03,65046.4,102.63,UP,False,,,0.0,0.01,7643.5,1.0,,False
2026-06-17T15:04:45Z,1781708400,15,14.7,65136.37,65046.4,89.97,UP,False,,,0.0,0.01,20223.7,1.0,,False
2026-06-17T15:08:00Z,1781708700,120,119.7,65064.93,65136.16,-71.23,DOWN,True,0.88,0.01,313.6,0.13,635.2,0.9219,0.0419,False
2026-06-17T15:08:30Z,1781708700,90,89.7,65017.6,65136.16,-118.56,DOWN,True,0.98,0.01,422.7,0.03,1302.2,0.995,0.015,False
2026-06-17T15:09:00Z,1781708700,60,59.6,64959.21,65136.16,-176.95,DOWN,False,,,0.0,0.01,32241.2,0.9999,,False
2026-06-17T15:09:30Z,1781708700,30,29.5,64984.0,65136.16,-152.16,DOWN,False,,,0.0,0.01,49443.4,1.0,,False
2026-06-17T15:09:45Z,1781708700,15,14.7,64953.67,65136.16,-182.49,DOWN,False,,,0.0,0.01,58229.3,1.0,,False
2026-06-17T15:13:00Z,1781709000,120,119.8,65067.82,64942.77,125.05,UP,True,0.98,0.01,11286.4,0.03,400.7,0.9973,0.0173,False
2026-06-17T15:13:30Z,1781709000,90,89.8,65059.36,64942.77,116.59,UP,True,0.99,0.01,1830.0,0.02,931.1,1.0,0.01,False
2026-06-17T15:14:00Z,1781709000,60,59.6,65115.76,64942.77,172.99,UP,False,,,0.0,0.01,43279.8,1.0,,False
2026-06-17T15:14:30Z,1781709000,30,29.5,65121.57,64942.77,178.8,UP,False,,,0.0,0.001,11053.0,1.0,,False
2026-06-17T15:14:45Z,1781709000,15,14.6,65168.92,64942.77,226.15,UP,False,,,0.0,0.001,27428.3,1.0,,False
2026-06-17T15:18:00Z,1781709300,120,119.7,65161.84,65183.32,-21.47,DOWN,True,0.7,0.01,153.9,0.31,363.0,0.6684,-0.0316,False
2026-06-17T15:18:30Z,1781709300,90,89.6,65193.24,65183.32,9.92,UP,True,0.62,0.01,15.0,0.39,525.6,0.5833,-0.0367,False
2026-06-17T15:19:00Z,1781709300,60,59.5,65162.8,65183.32,-20.52,DOWN,True,0.67,0.01,218.1,0.34,450.1,0.7212,0.0512,True
2026-06-17T15:19:30Z,1781709300,30,29.9,65143.48,65183.32,-39.84,DOWN,True,0.88,0.01,2098.1,0.13,733.0,0.9767,0.0967,True
2026-06-17T15:19:45Z,1781709300,15,14.9,65153.95,65183.32,-29.37,DOWN,True,0.86,0.01,4.8,0.15,608.8,0.9821,0.1221,True
2026-06-17T15:23:00Z,1781709600,120,120.0,65232.75,65159.19,73.56,UP,True,0.89,0.01,888.8,0.12,224.0,0.9584,0.0684,True
2026-06-17T15:23:30Z,1781709600,90,90.0,65252.87,65159.19,93.68,UP,True,0.96,0.01,1006.7,0.05,316.9,0.9985,0.0385,False
2026-06-17T15:24:00Z,1781709600,60,59.8,65266.17,65159.19,106.98,UP,False,,,0.0,0.01,4589.9,0.9995,,False
2026-06-17T15:24:30Z,1781709600,30,29.8,65309.47,65159.19,150.28,UP,False,,,0.0,0.01,40706.6,1.0,,False
2026-06-17T15:24:45Z,1781709600,15,14.8,65301.25,65159.19,142.06,UP,False,,,0.0,0.01,45293.7,1.0,,False
2026-06-17T15:28:00Z,1781709900,120,119.8,65277.08,65313.31,-36.23,DOWN,True,0.75,0.01,632.0,0.26,451.6,0.7572,0.0072,False
2026-06-17T15:28:30Z,1781709900,90,90.0,65291.67,65313.31,-21.64,DOWN,True,0.69,0.01,275.4,0.32,998.9,0.7612,0.0712,True
2026-06-17T15:29:00Z,1781709900,60,59.5,65291.78,65313.31,-21.53,DOWN,True,0.71,0.01,675.9,0.3,50.1,0.8486,0.1386,True
2026-06-17T15:29:30Z,1781709900,30,29.6,65260.4,65313.31,-52.91,DOWN,True,0.94,0.01,300.4,0.07,222.8,0.9916,0.0516,True
2026-06-17T15:29:45Z,1781709900,15,14.8,65270.44,65313.31,-42.87,DOWN,True,0.98,0.01,1498.5,0.03,171.2,0.9964,0.0164,False
2026-06-17T15:33:00Z,1781710200,120,119.8,65327.67,65277.66,50.01,UP,True,0.77,0.03,168.2,0.26,194.0,0.7141,-0.0559,False
2026-06-17T15:33:30Z,1781710200,90,89.8,65290.5,65277.66,12.85,UP,True,0.62,0.03,62.9,0.42,193.4,0.5593,-0.0607,False
2026-06-17T15:34:00Z,1781710200,60,59.9,65306.47,65277.66,28.81,UP,True,0.82,0.01,129.0,0.19,361.9,0.7583,-0.0617,False
2026-06-17T15:34:30Z,1781710200,30,30.0,65342.51,65277.66,64.85,UP,True,0.98,0.01,10250.1,0.03,951.4,0.9702,-0.0098,False
2026-06-17T15:34:45Z,1781710200,15,14.6,65336.87,65277.66,59.21,UP,False,,,0.0,0.01,4177.4,0.9969,,False
2026-06-17T15:38:00Z,1781710500,120,119.8,65372.46,65336.11,36.35,UP,True,0.71,0.01,477.0,0.3,679.2,0.7641,0.0541,True
2026-06-17T15:38:30Z,1781710500,90,89.9,65380.69,65336.11,44.57,UP,True,0.87,0.01,1463.9,0.14,1798.9,0.885,0.015,False
2026-06-17T15:39:00Z,1781710500,60,59.5,65424.57,65336.11,88.45,UP,True,0.97,0.01,24.2,0.03,309.1,0.9413,-0.0287,False
2026-06-17T15:39:30Z,1781710500,30,29.6,65444.64,65336.11,108.53,UP,False,,,0.0,0.01,9885.8,0.9971,,False
2026-06-17T15:39:45Z,1781710500,15,14.8,65449.49,65336.11,113.38,UP,False,,,0.0,0.01,31823.5,1.0,,False
2026-06-17T15:43:00Z,1781710800,120,119.6,65449.2,65428.85,20.34,UP,True,0.59,0.01,127.6,0.42,1476.9,0.8156,0.2256,True
2026-06-17T15:43:30Z,1781710800,90,89.7,65448.03,65428.85,19.17,UP,True,0.68,0.01,2271.9,0.39,19.0,0.7658,0.0858,True
2026-06-17T15:44:00Z,1781710800,60,59.8,65425.21,65428.85,-3.64,DOWN,True,0.67,0.01,383.6,0.34,1028.9,0.544,-0.126,False
2026-06-17T15:44:30Z,1781710800,30,29.9,65392.68,65428.85,-36.18,DOWN,True,0.87,0.01,53.9,0.14,475.9,0.9374,0.0674,True
2026-06-17T15:44:45Z,1781710800,15,14.6,65412.5,65428.85,-16.36,DOWN,True,0.56,0.01,85.1,0.45,79.3,0.7932,0.2332,True
2026-06-17T15:48:00Z,1781711100,120,119.6,65464.29,65442.72,21.57,UP,True,0.63,0.02,1859.6,0.39,264.9,0.7827,0.1527,True
2026-06-17T15:48:30Z,1781711100,90,89.7,65516.9,65442.72,74.18,UP,True,0.92,0.01,1218.8,0.09,90.3,0.95,0.03,False
2026-06-17T15:49:00Z,1781711100,60,59.8,65592.55,65442.72,149.83,UP,False,,,0.0,0.01,1344.4,0.9697,,False
2026-06-17T15:49:30Z,1781711100,30,29.9,65605.57,65442.72,162.85,UP,False,,,0.0,0.01,35959.0,0.9954,,False
2026-06-17T15:49:45Z,1781711100,15,14.7,65629.79,65442.72,187.07,UP,False,,,0.0,0.01,41730.7,1.0,,False
2026-06-17T15:53:00Z,1781711400,120,119.6,65706.09,65647.95,58.14,UP,,,,,,,0.8421,,False
2026-06-17T15:53:30Z,1781711400,90,89.8,65670.74,65647.95,22.79,UP,,,,,,,0.7219,,False
2026-06-17T15:54:00Z,1781711400,60,59.9,65664.32,65647.95,16.37,UP,,,,,,,0.6548,,False
2026-06-17T15:54:30Z,1781711400,30,29.6,65669.17,65647.95,21.22,UP,,,,,,,0.7581,,False
2026-06-17T15:54:45Z,1781711400,15,14.9,65647.81,65647.95,-0.14,DOWN,,,,,,,0.5028,,False
2026-06-17T15:58:00Z,1781711700,120,119.9,65677.25,65638.91,38.35,UP,,,,,,,0.788,,False
2026-06-17T15:58:30Z,1781711700,90,89.6,65672.43,65638.91,33.52,UP,,,,,,,0.8517,,False
2026-06-17T15:59:00Z,1781711700,60,59.8,65666.25,65638.91,27.35,UP,,,,,,,0.8477,,False
2026-06-17T15:59:30Z,1781711700,30,30.0,65708.22,65638.91,69.32,UP,,,,,,,0.9973,,False
2026-06-17T15:59:45Z,1781711700,15,14.8,65690.85,65638.91,51.95,UP,,,,,,,0.9966,,False
2026-06-17T16:03:00Z,1781712000,120,119.8,65796.04,65696.74,99.3,UP,,,,,,,0.928,,False
2026-06-17T16:03:30Z,1781712000,90,89.5,65774.4,65696.74,77.66,UP,,,,,,,0.9403,,False
2026-06-17T16:04:00Z,1781712000,60,59.7,65748.48,65696.74,51.74,UP,,,,,,,0.9456,,False
